ube-406_jp 0 0.40859375 0.4546875 0.00859375 0.02890625
ube-415_jp 0 0.24609375 0.4015625 0.01796875 0.0265625

ube-415_jp 0 0.96171875 0.5828125 0.0140625 0.04140625
ube-417_jp 0 0.68984375 0.5421875 0.0140625 0.034375
ube-64_jpg 0 0.3609375 0.41171875 0.021875 0.0234375

ube-64_jpg 0 0.64140625 0.5921875 0.02421875 0.01953125
ube-68_jpg 0 0.37734375 0.43125 0.01875 0.02890625
ube-73_jpg 0 0.36328125 0.39609375 0.01640625 0.0296875

ube-73_jpg 0 0.77421875 0.62578125 0.02109375 0.03671875
ube-79_jpg 0 0.6375 0.53125 0.0203125 0.03984375

ube-79_jpg 0 0.42890625 0.28828125 0.015625 0.03359375
ube-85_jpg 0 0.559375 0.53125 0.03046875 0.03359375

ube-85_jpg 0 0.38203125 0.453125 0.02265625 0.02890625
ube-91_jpg 0 0.6546875 0.5734375 0.021875 0.03828125

ube-91_jpg 0 0.24296875 0.27421875 0.0140625 0.025
re12_jpg.r 0 0.45234375 0.48828125 0.621875 0.95234375
re14_jpg.r 0 0.4421875 0.48671875 0.56640625 0.9375
re16_jpg.r 0 0.378125 0.4984375 0.3390625 0.996875
re1_jpg.rf 0 0.38125 0.42890625 0.70234375 0.57734375
re22_jpg.r 0 0.4046875 0.49375 0.12890625 0.9765625
re24_jpg.r 0 0.4015625 0.4953125 0.12265625 0.98515625
re25_jpg.r 0 0.40625 0.49765625 0.13671875 0.98984375
re28_jpg.r 0 0.4703125 0.5578125 0.58203125 0.86640625
re29_jpg.r 0 0.23203125 0.4984375 0.2515625 0.996875
re2_jpg.rf 0 0.39453125 0.3984375 0.6671875 0.440625
re30_jpg.r 0 0.23359375 0.5 0.265625 0.99375
re31_jpg.r 0 0.5941159296875 0.9970238109375 0.634279496875 0.9404761890625 0.6699804453125 0.8244047625 0.6945248484375 0.74404761875 0.7614641265625 0.5535714296875 0.81501555 0.3511904765625 0.8663356640625001 0.1904761890625 0.8864174484375 0.08630952343750001 0.8551791171875 0.0744047625 0.8328660250000001 0.10714285625 0.75030758125 0.3958333328125 0.629816878125 0.8005952375 0.5985785484374999 0.8720238109375 0.5651089078125 0.98214285625 0.5941159296875 0.9970238109375
re33_jpg.r 0 0.55703125 0.50390625 0.2109375 0.9921875
re34_jpg.r 0 0.4953125 0.4984375 0.1578125 0.98515625
re35_jpg.r 0 0.4515625 0.51484375 0.459375 0.9703125
re37_jpg.r 0 0.4078125 0.5046875 0.4796875 0.9734375
re38_jpg.r 0 0.40234375 0.4984375 0.2359375 0.99140625
re39_jpg.r 0 0.40703125 0.503125 0.48203125 0.99375
re3_jpg.rf 0 0.40703125 0.3703125 0.69140625 0.3421875
re40_jpg.r 0 0.271875 0.5390625 0.5421875 0.9109375
re41_jpg.r 0 0.6453125 0.5 0.6421875 0.625
re43_jpg.r 0 0.565625 0.51796875 0.66484375 0.61328125
re45_jpg.r 0 0.6203125 0.45078125 0.73359375 0.66953125
re46_jpg.r 0 0.62421875 0.4296875 0.74296875 0.75859375
re47_jpg.r 0 0.6140625 0.50859375 0.740625 0.89296875
re48_jpg.r 0 0.6765625 0.39453125 0.62421875 0.63984375
re49_jpg.r 0 0.63125 0.45234375 0.6578125 0.50625
re4_jpg.rf 0 0.4828125 0.4015625 0.865625 0.61875
re5_jpg.rf 0 0.4796875 0.48671875 0.8765625 0.79453125
re6_jpg.rf 0 0.4828125 0.4625 0.865625 0.80078125
re8_jpg.rf 0 0.59296875 0.3359375 0.746875 0.50625
re9_jpg.rf 0 0.4359375 0.5 0.584375 0.9109375
be-0_jpg.r 0 0.38203125 0.515625 0.009375 0.0109375
be-100_jpg 0 0.415625 0.6109375 0.02109375 0.04765625
be-101_jpg 0 0.38828125 0.36796875 0.01171875 0.0328125
be-102_jpg 0 0.390625 0.49375 0.015625 0.01328125
be-104_jpg 0 0.409375 0.52890625 0.0140625 0.03125
be-106_jpg 0 0.3296875 0.7109375 0.01640625 0.034375
be-10_jpg. 0 0.40703125 0.52734375 0.01328125 0.034375
be-110_jpg 0 0.4140625 0.59140625 0.0234375 0.0375
be-111_jpg 0 0.2796875 0.35 0.01796875 0.02890625
be-112_jpg 0 0.31015625 0.5421875 0.01796875 0.03515625
be-113_jpg 0 0.28359375 0.62109375 0.01953125 0.0390625
be-116_jpg 0 0.3671875 0.425 0.0171875 0.02734375
be-117_jpg 0 0.35234375 0.50859375 0.01796875 0.02890625
be-118_jpg 0 0.41640625 0.6015625 0.02109375 0.03203125
be-119_jpg 0 0.32578125 0.30859375 0.0171875 0.03671875
be-120_jpg 0 0.38515625 0.51328125 0.01953125 0.02890625
be-122_jpg 0 0.409375 0.52578125 0.01171875 0.0328125
be-123_jpg 0 0.3625 0.51953125 0.01875 0.028125
be-124_jpg 0 0.6296875 0.45625 0.0109375 0.025
be-125_jpg 0 0.62890625 0.46015625 0.01171875 0.03125
be-128_jpg 0 0.753125 0.26640625 0.021875 0.02109375
be-129_jpg 0 0.63046875 0.46328125 0.009375 0.02734375
be-12_jpg. 0 0.4203125 0.5296875 0.01171875 0.02890625
be-132_jpg 0 0.79375 0.27890625 0.0203125 0.03046875
be-134_jpg 0 0.7046875 0.34765625 0.00703125 0.0296875
be-136_jpg 0 0.64609375 0.38515625 0.01484375 0.02109375
be-138_jpg 0 0.67109375 0.30078125 0.0109375 0.0234375
be-139_jpg 0 0.675 0.43828125 0.0171875 0.025
be-13_jpg. 0 0.39453125 0.61640625 0.02109375 0.0453125
be-141_jpg 0 0.63203125 0.46171875 0.009375 0.02734375
be-142_jpg 0 0.540625 0.44453125 0.01640625 0.021875
be-143_jpg 0 0.64921875 0.3796875 0.01484375 0.0203125
be-145_jpg 0 0.78671875 0.29140625 0.0125 0.03046875
be-147_jpg 0 0.675 0.41484375 0.01640625 0.03203125
be-148_jpg 0 0.6796875 0.39375 0.01484375 0.01796875
be-149_jpg 0 0.65625 0.3734375 0.01640625 0.0171875
be-14_jpg. 0 0.3265625 0.4734375 0.0125 0.04140625
be-151_jpg 0 0.6109375 0.42109375 0.009375 0.03125
be-152_jpg 0 0.66015625 0.4359375 0.025 0.02578125
be-155_jpg 0 0.6484375 0.2359375 0.01484375 0.03046875
be-156_jpg 0 0.65546875 0.42265625 0.015625 0.02265625
be-157_jpg 0 0.6578125 0.271875 0.01875 0.021875
be-161_jpg 0 0.61640625 0.3421875 0.0078125 0.0328125
be-162_jpg 0 0.759375 0.28046875 0.0171875 0.028125
be-163_jpg 0 0.76015625 0.42890625 0.00703125 0.02421875
be-165_jpg 0 0.63359375 0.459375 0.0125 0.02734375
be-167_jpg 0 0.5875 0.4 0.0109375 0.0296875
be-169_jpg 0 0.6484375 0.33828125 0.01640625 0.03359375
be-176_jpg 0 0.734375 0.41875 0.01015625 0.0296875
be-177_jpg 0 0.659375 0.42578125 0.0203125 0.02578125
be-178_jpg 0 0.7 0.4703125 0.0109375 0.02890625
be-182_jpg 0 0.6484375 0.40703125 0.0078125 0.0265625
be-183_jpg 0 0.70625 0.34921875 0.01875 0.02265625
be-184_jpg 0 0.63359375 0.4609375 0.0125 0.025
be-185_jpg 0 0.59375 0.4390625 0.015625 0.03046875
be-187_jpg 0 0.946875 0.33046875 0.01875 0.0328125
be-188_jpg 0 0.7703125 0.340625 0.01640625 0.034375
be-189_jpg 0 0.6375 0.4625 0.01171875 0.02734375
be-18_jpg. 0 0.34765625 0.5140625 0.01796875 0.0265625
be-192_jpg 0 0.65546875 0.3109375 0.009375 0.0203125
be-193_jpg 0 0.69921875 0.3375 0.00859375 0.03203125
be-197_jpg 0 0.3515625 0.5046875 0.01796875 0.01953125
be-1_jpg.r 0 0.33515625 0.540625 0.01171875 0.01015625
be-200_jpg 0 0.39453125 0.49453125 0.0046875 0.03125
be-202_jpg 0 0.41484375 0.5953125 0.021875 0.03515625
be-203_jpg 0 0.34140625 0.53125 0.01953125 0.05390625
be-205_jpg 0 0.409375 0.53125 0.0140625 0.03515625
be-206_jpg 0 0.43125 0.515625 0.009375 0.0328125
be-208_jpg 0 0.08671875 0.6609375 0.0171875 0.0328125
be-209_jpg 0 0.2421875 0.6421875 0.01484375 0.0359375
be-20_jpg. 0 0.409375 0.53046875 0.01328125 0.03203125
be-210_jpg 0 0.4109375 0.5296875 0.01328125 0.03203125
be-211_jpg 0 0.4125 0.52265625 0.0125 0.0359375
be-214_jpg 0 0.40703125 0.528125 0.01328125 0.0328125
be-216_jpg 0 0.33125 0.53984375 0.00703125 0.03828125
be-217_jpg 0 0.09453125 0.396875 0.02109375 0.040625
be-218_jpg 0 0.41484375 0.5890625 0.02265625 0.040625
be-219_jpg 0 0.28828125 0.5046875 0.02890625 0.01953125
be-220_jpg 0 0.1953125 0.61171875 0.0171875 0.03984375
be-221_jpg 0 0.253125 0.61875 0.01484375 0.0296875
be-225_jpg 0 0.36484375 0.49375 0.01484375 0.040625
be-226_jpg 0 0.409375 0.5328125 0.01640625 0.03828125
be-227_jpg 0 0.41171875 0.51328125 0.01328125 0.03515625
be-228_jpg 0 0.40859375 0.553125 0.01640625 0.01875
be-229_jpg 0 0.171875 0.6484375 0.025 0.03984375
be-230_jpg 0 0.4078125 0.5328125 0.0140625 0.03203125
be-231_jpg 0 0.296875 0.55859375 0.00703125 0.015625
be-232_jpg 0 0.40703125 0.6203125 0.02109375 0.05
be-234_jpg 0 0.37578125 0.503125 0.0171875 0.02421875
be-235_jpg 0 0.4171875 0.5921875 0.01953125 0.03828125
be-236_jpg 0 0.278125 0.4671875 0.0203125 0.02421875
be-238_jpg 0 0.40703125 0.53125 0.01640625 0.0328125
be-239_jpg 0 0.409375 0.50625 0.0109375 0.03515625
be-23_jpg. 0 0.40859375 0.50390625 0.01171875 0.03359375
be-241_jpg 0 0.26953125 0.51875 0.01328125 0.03359375
be-242_jpg 0 0.41015625 0.53203125 0.01328125 0.034375
be-243_jpg 0 0.4484375 0.54609375 0.0171875 0.03359375
be-246_jpg 0 0.3859375 0.39375 0.01484375 0.03671875
be-247_jpg 0 0.37265625 0.515625 0.0125 0.0109375
be-248_jpg 0 0.415625 0.603125 0.02265625 0.04453125
be-249_jpg 0 0.35390625 0.2984375 0.0125 0.03984375
be-24_jpg. 0 0.4109375 0.5296875 0.0140625 0.03125
be-250_jpg 0 0.37734375 0.49609375 0.009375 0.0265625
be-251_jpg 0 0.228125 0.6078125 0.01015625 0.02578125
be-253_jpg 0 0.4484375 0.54375 0.01875 0.03046875
be-254_jpg 0 0.3015625 0.57890625 0.0078125 0.03125
be-255_jpg 0 0.409375 0.5328125 0.0125 0.03125
be-257_jpg 0 0.415625 0.59609375 0.02265625 0.04296875
be-258_jpg 0 0.2984375 0.32578125 0.0140625 0.0328125
be-260_jpg 0 0.30859375 0.59765625 0.01953125 0.0484375
be-261_jpg 0 0.4875 0.58359375 0.0203125 0.01875
be-262_jpg 0 0.359375 0.48828125 0.01796875 0.04296875
be-263_jpg 0 0.4046875 0.6234375 0.021875 0.0515625
be-266_jpg 0 0.121875 0.54921875 0.0234375 0.0375
be-269_jpg 0 0.36953125 0.5828125 0.01171875 0.009375
be-271_jpg 0 0.40859375 0.53203125 0.0140625 0.0328125
be-275_jpg 0 0.3390625 0.29453125 0.0125 0.0375
be-276_jpg 0 0.39296875 0.49140625 0.0078125 0.0265625
be-277_jpg 0 0.41015625 0.5328125 0.01484375 0.03359375
be-278_jpg 0 0.41015625 0.53203125 0.01328125 0.03359375
be-280_jpg 0 0.40703125 0.59609375 0.0171875 0.02265625
be-281_jpg 0 0.6296875 0.465625 0.01171875 0.03046875
be-282_jpg 0 0.62265625 0.41171875 0.0125 0.0328125
be-288_jpg 0 0.71328125 0.41484375 0.0203125 0.02421875
be-28_jpg. 0 0.38984375 0.53515625 0.01796875 0.02578125
be-290_jpg 0 0.7046875 0.20859375 0.0125 0.0359375
be-292_jpg 0 0.6328125 0.4625 0.01484375 0.03359375
be-293_jpg 0 0.6328125 0.46328125 0.0140625 0.03046875
be-294_jpg 0 0.571875 0.42265625 0.01328125 0.03125
be-296_jpg 0 0.634375 0.42265625 0.009375 0.0328125
be-297_jpg 0 0.62265625 0.4125 0.0109375 0.0359375
be-298_jpg 0 0.60390625 0.41796875 0.02265625 0.0328125
be-299_jpg 0 0.7671875 0.44765625 0.01875 0.03125
be-29_jpg. 0 0.384375 0.49296875 0.0203125 0.03203125
be-306_jpg 0 0.63515625 0.4625 0.01328125 0.03203125
be-307_jpg 0 0.60234375 0.378125 0.01796875 0.025
be-308_jpg 0 0.6328125 0.46328125 0.01171875 0.0296875
be-309_jpg 0 0.6328125 0.46328125 0.01328125 0.0296875
be-30_jpg. 0 0.35234375 0.4890625 0.0171875 0.01953125
be-310_jpg 0 0.65390625 0.40390625 0.0078125 0.02421875
be-311_jpg 0 0.81171875 0.39453125 0.01875 0.0265625
be-312_jpg 0 0.640625 0.4484375 0.015625 0.0171875
be-316_jpg 0 0.7046875 0.265625 0.015625 0.0390625
be-317_jpg 0 0.6671875 0.43203125 0.0203125 0.03359375
be-318_jpg 0 0.6734375 0.4203125 0.02109375 0.01875
be-319_jpg 0 0.6625 0.41640625 0.0109375 0.01875
be-321_jpg 0 0.65703125 0.43046875 0.01640625 0.0125
be-322_jpg 0 0.77265625 0.428125 0.01171875 0.0328125
be-323_jpg 0 0.63359375 0.4625 0.0140625 0.02734375
be-324_jpg 0 0.54609375 0.4421875 0.01953125 0.0296875
be-326_jpg 0 0.63125 0.4609375 0.0125 0.028125
be-327_jpg 0 0.5359375 0.45546875 0.02109375 0.03046875
be-329_jpg 0 0.64609375 0.2578125 0.0140625 0.0359375
be-32_jpg. 0 0.34453125 0.5375 0.01875 0.03515625
be-330_jpg 0 0.66640625 0.43671875 0.015625 0.0125
be-334_jpg 0 0.64296875 0.23984375 0.015625 0.028125
be-336_jpg 0 0.4625 0.4234375 0.00546875 0.03046875
be-337_jpg 0 0.54296875 0.44453125 0.015625 0.01640625
be-33_jpg. 0 0.2625 0.3796875 0.0203125 0.03671875
be-344_jpg 0 0.6328125 0.4609375 0.01328125 0.0328125
be-346_jpg 0 0.678125 0.39921875 0.021875 0.02578125
be-348_jpg 0 0.63203125 0.46171875 0.01328125 0.0265625
be-349_jpg 0 0.74140625 0.34375 0.01796875 0.03203125
be-34_jpg. 0 0.41484375 0.6078125 0.0203125 0.0453125
be-356_jpg 0 0.65234375 0.3984375 0.0078125 0.02265625
be-357_jpg 0 0.8203125 0.35390625 0.0078125 0.03046875
be-359_jpg 0 0.70703125 0.3640625 0.0109375 0.03125
be-361_jpg 0 0.6640625 0.43515625 0.01875 0.03125
be-368_jpg 0 0.69921875 0.471875 0.0171875 0.034375
be-369_jpg 0 0.72578125 0.396875 0.0171875 0.025
be-36_jpg. 0 0.38125 0.5109375 0.025 0.01953125
be-373_jpg 0 0.60234375 0.41796875 0.01484375 0.01953125
be-374_jpg 0 0.57578125 0.31796875 0.01796875 0.0296875
be-379_jpg 0 0.71328125 0.39296875 0.01640625 0.03125
be-380_jpg 0 0.41484375 0.60546875 0.0234375 0.04296875
be-382_jpg 0 0.38125 0.49921875 0.015625 0.0265625
be-386_jpg 0 0.31015625 0.515625 0.01484375 0.02265625
be-387_jpg 0 0.27734375 0.5671875 0.01953125 0.03671875
be-389_jpg 0 0.40859375 0.49765625 0.0078125 0.034375
be-38_jpg. 0 0.40859375 0.53046875 0.015625 0.03359375
be-390_jpg 0 0.45625 0.68203125 0.01953125 0.03828125
be-394_jpg 0 0.3328125 0.459375 0.00859375 0.03984375
be-395_jpg 0 0.36015625 0.52421875 0.0171875 0.03984375
be-397_jpg 0 0.4140625 0.59140625 0.02578125 0.03828125
be-398_jpg 0 0.26875 0.4109375 0.01875 0.02578125
be-39_jpg. 0 0.41484375 0.5046875 0.0125 0.02890625
be-401_jpg 0 0.40859375 0.53203125 0.01484375 0.03203125
be-403_jpg 0 0.490625 0.53671875 0.0171875 0.03203125
be-404_jpg 0 0.40859375 0.5328125 0.01171875 0.03125
be-407_jpg 0 0.22734375 0.6875 0.01171875 0.03671875
be-409_jpg 0 0.35234375 0.515625 0.01875 0.0296875
be-40_jpg. 0 0.15703125 0.60625 0.01171875 0.03671875
be-410_jpg 0 0.3875 0.6234375 0.01640625 0.05625
be-412_jpg 0 0.365625 0.515625 0.01796875 0.02734375
be-414_jpg 0 0.36796875 0.67265625 0.02578125 0.03984375
be-416_jpg 0 0.41015625 0.534375 0.0140625 0.03203125
be-418_jpg 0 0.3578125 0.759375 0.0125 0.03984375
be-420_jpg 0 0.3359375 0.559375 0.01640625 0.0328125
be-421_jpg 0 0.4171875 0.59765625 0.021875 0.040625
be-425_jpg 0 0.33671875 0.46796875 0.00859375 0.0375
be-427_jpg 0 0.4578125 0.64609375 0.01953125 0.03984375
be-428_jpg 0 0.4078125 0.53203125 0.01328125 0.0328125
be-429_jpg 0 0.425 0.50859375 0.0078125 0.0296875
be-431_jpg 0 0.409375 0.53359375 0.0140625 0.0328125
be-432_jpg 0 0.4171875 0.503125 0.01015625 0.03203125
be-433_jpg 0 0.3703125 0.51640625 0.015625 0.02578125
be-436_jpg 0 0.41171875 0.51640625 0.0109375 0.03515625
be-437_jpg 0 0.328125 0.534375 0.01953125 0.025
be-438_jpg 0 0.4171875 0.61015625 0.01953125 0.0453125
be-439_jpg 0 0.3890625 0.365625 0.01640625 0.034375
be-43_jpg. 0 0.0109375 0.596875 0.01875 0.0390625
be-440_jpg 0 0.39453125 0.4953125 0.0140625 0.015625
be-441_jpg 0 0.3234375 0.5421875 0.01640625 0.0359375
be-442_jpg 0 0.33203125 0.4828125 0.01953125 0.04375
be-444_jpg 0 0.3171875 0.53203125 0.0171875 0.03515625
be-445_jpg 0 0.32578125 0.51484375 0.01796875 0.0359375
be-446_jpg 0 0.26953125 0.55234375 0.0109375 0.0328125
be-447_jpg 0 0.415625 0.59375 0.0234375 0.03984375
be-452_jpg 0 0.63828125 0.6234375 0.0234375 0.03828125
be-45_jpg. 0 0.409375 0.53125 0.0109375 0.02890625
be-46_jpg. 0 0.4140625 0.5015625 0.009375 0.02109375
be-47_jpg. 0 0.36953125 0.59921875 0.01953125 0.04921875
be-48_jpg. 0 0.32734375 0.62890625 0.0109375 0.03125
be-4_jpg.r 0 0.3625 0.503125 0.0171875 0.02109375
be-50_jpg. 0 0.3953125 0.62109375 0.01953125 0.0453125
be-51_jpg. 0 0.31953125 0.6015625 0.0125 0.03125
be-53_jpg. 0 0.35625 0.534375 0.01875 0.02890625
be-55_jpg. 0 0.41640625 0.50390625 0.009375 0.0328125
be-56_jpg. 0 0.3734375 0.55859375 0.01953125 0.0296875
be-57_jpg. 0 0.40390625 0.56875 0.015625 0.0328125
be-58_jpg. 0 0.33046875 0.525 0.01015625 0.0390625
be-61_jpg. 0 0.19375 0.50078125 0.0171875 0.03046875
be-62_jpg. 0 0.415625 0.5875 0.021875 0.04453125
be-63_jpg. 0 0.27578125 0.38828125 0.0140625 0.028125
be-65_jpg. 0 0.33046875 0.58515625 0.0171875 0.0359375
be-66_jpg. 0 0.41484375 0.59375 0.01796875 0.03359375
be-67_jpg. 0 0.290625 0.325 0.0015625 0.00234375

be-67_jpg. 0 0.2953125 0.3359375 0.0140625 0.028125
be-69_jpg. 0 0.25703125 0.63359375 0.015625 0.0296875
be-6_jpg.r 0 0.41015625 0.52578125 0.01328125 0.03125
be-70_jpg. 0 0.409375 0.5296875 0.0140625 0.034375
be-71_jpg. 0 0.41015625 0.53125 0.0125 0.0296875
be-72_jpg. 0 0.49609375 0.5390625 0.01953125 0.0296875
be-75_jpg. 0 0.42109375 0.50390625 0.0078125 0.01796875
be-78_jpg. 0 0.34296875 0.51796875 0.0125 0.02578125
be-7_jpg.r 0 0.409375 0.52578125 0.0125 0.03359375
be-80_jpg. 0 0.40859375 0.5296875 0.01328125 0.03125
be-81_jpg. 0 0.415625 0.50546875 0.0125 0.02734375
be-82_jpg. 0 0.365625 0.56171875 0.01875 0.03125
be-83_jpg. 0 0.24375 0.49609375 0.01640625 0.04921875
be-84_jpg. 0 0.4015625 0.578125 0.02265625 0.03125
be-86_jpg. 0 0.184375 0.6 0.0140625 0.03046875
be-87_jpg. 0 0.41171875 0.53046875 0.0140625 0.0328125
be-88_jpg. 0 0.4125 0.53125 0.01171875 0.03359375
be-89_jpg. 0 0.42109375 0.49609375 0.0046875 0.02421875
be-8_jpg.r 0 0.409375 0.50703125 0.0109375 0.02421875
be-93_jpg. 0 0.3359375 0.29453125 0.01171875 0.03984375
be-97_jpg. 0 0.409375 0.53125 0.01328125 0.0296875
be-98_jpg. 0 0.4671875 0.49140625 0.00703125 0.021875
be-9_jpg.r 0 0.14765625 0.59453125 0.015625 0.03359375
